label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,one,two,three,four,five,six,seven,eight,nine,ten,coloneLen,coltwoLen,colthreeLen,colfourLen,colfiveLen,colsixLen,colsevenLen,coleightLen,colnineLen,coltenLen
"['0001', '10110', '111001', '0011100', '11', '01']",1,6,12,14,2,26,8.284815184815185,49,36,0,1,22,57,28,3,1,0,0,0,0,4,5,6,7,2,2,0,0,0,0
"['00', '01001', '00010']",1,3,9,3,2,12,1.7428571428571429,8,10,0,0,9,2,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,0
"['1', '00', '010', '0000110']",1,4,9,4,0,13,2.5944444444444446,20,15,0,1,0,2,6,0,0,0,0,0,0,1,2,3,7,0,0,0,0,0,0
"['0001', '100', '11010', '00000', '0000100']",1,5,18,6,2,24,5.993145743145743,28,43,0,1,4,26,0,4,0,0,0,0,0,4,3,5,5,7,0,0,0,0,0
"['00', '0001', '011', '1101111', '110', '001']",1,6,10,12,3,22,7.833477633477633,43,41,0,0,1,3,111,6,1,0,0,0,0,2,4,3,7,3,3,0,0,0,0
"['1001000', '101', '111111', '111011']",1,4,7,15,2,22,3.3136752136752134,21,25,0,72,5,63,59,0,0,0,0,0,0,7,3,6,6,0,0,0,0,0,0
"['000101', '001001', '0011010', '00101', '1001110']",1,5,18,13,4,31,7.777888777888778,22,37,0,5,9,26,5,78,0,0,0,0,0,6,6,7,5,7,0,0,0,0,0
"['000010', '011000', '0', '10111']",1,4,11,7,2,18,2.313852813852814,25,14,0,2,24,0,23,0,0,0,0,0,0,6,6,1,5,0,0,0,0,0,0
"['10001', '001', '11', '011001']",1,4,8,8,0,16,3.615367965367965,16,20,0,17,1,3,25,0,0,0,0,0,0,5,3,2,6,0,0,0,0,0,0
"['0100000', '101', '000', '111101', '0110011', '10011']",1,6,16,15,4,31,7.663697413697414,52,40,0,32,5,0,61,51,19,0,0,0,0,7,3,3,6,7,5,0,0,0,0
"['11000', '1111010', '1011000', '100101', '0101']",1,5,14,15,2,29,6.353835053835054,29,29,0,24,122,88,37,5,0,0,0,0,0,5,7,7,6,4,0,0,0,0,0
"['100001', '101', '001', '000110', '1110', '11', '0000011', '010', '1001110']",1,9,22,19,7,41,20.591763791763793,116,95,0,33,5,1,6,14,3,3,2,78,0,6,3,3,6,4,2,7,3,7,0
"['00', '10110', '110', '11101', '10101', '1000']",1,6,11,13,3,24,8.844444444444445,34,39,0,0,22,6,29,21,8,0,0,0,0,2,5,3,5,5,4,0,0,0,0
"['010101', '0001', '111110', '010100', '010111', '010', '0011101']",1,7,18,20,4,38,11.676712176712178,60,70,0,21,1,62,20,23,2,29,0,0,0,6,4,6,6,6,3,7,0,0,0
"['1111010', '11', '0', '1010011']",1,4,6,11,2,17,1.9603174603174602,27,15,0,122,3,0,83,0,0,0,0,0,0,7,2,1,7,0,0,0,0,0,0
"['111010', '1111', '0100111']",1,3,5,12,0,17,1.806993006993007,9,16,0,58,15,39,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0
"['0010', '11', '110011', '01', '1011', '10000']",1,6,11,12,4,23,7.961327561327561,41,41,0,2,3,51,1,11,16,0,0,0,0,4,2,6,2,4,5,0,0,0,0
"['110111', '0', '011100']",1,3,5,8,2,13,1.2380952380952381,14,4,0,55,0,28,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0
"['100101', '00101', '101011']",1,3,8,9,2,17,2.4696969696969697,5,13,0,37,5,43,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0
"['11001', '11101', '0', '001', '10100']",1,5,9,10,3,19,5.45,27,24,0,25,29,0,1,20,0,0,0,0,0,5,5,1,3,5,0,0,0,0,0
"['100101', '011', '0', '01010']",1,4,8,7,0,15,3.262987012987013,19,11,0,37,3,0,10,0,0,0,0,0,0,6,3,1,5,0,0,0,0,0,0
"['1', '0000', '1010011']",1,3,7,5,0,12,0.6136363636363636,14,4,0,1,0,83,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,0,0
"['100001', '01', '11', '1010101']",1,4,8,9,2,17,3.0042735042735043,21,22,0,33,1,3,85,0,0,0,0,0,0,6,2,2,7,0,0,0,0,0,0
"['010', '10', '0011110', '101000', '0010001']",1,5,15,10,2,25,5.857753357753357,36,30,0,2,2,30,40,17,0,0,0,0,0,3,2,7,6,7,0,0,0,0,0
"['00', '0000111', '110110', '111100', '001001', '11011', '010011', '1100011']",1,8,21,24,6,45,16.693084693084693,96,99,0,0,7,54,60,9,27,19,99,0,0,2,7,6,6,6,5,6,7,0,0
"['00', '00110', '1111100', '111001']",1,4,9,11,0,20,3.3305583305583304,23,17,0,0,6,124,57,0,0,0,0,0,0,2,5,7,6,0,0,0,0,0,0
"['000001', '011', '11', '111000']",1,4,9,8,2,17,2.938888888888889,22,19,0,1,3,3,56,0,0,0,0,0,0,6,3,2,6,0,0,0,0,0,0
"['0001', '0101', '11', '10']",1,4,6,6,4,12,3.0,12,13,0,1,5,3,2,0,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0
"['011001', '00', '1101', '10']",1,4,7,7,2,14,3.3,16,11,0,25,0,13,2,0,0,0,0,0,0,6,2,4,2,0,0,0,0,0,0
"['000100', '1000101', '11101', '111011', '00001']",1,5,15,14,4,29,5.814918414918415,29,32,0,4,69,29,59,1,0,0,0,0,0,6,7,5,6,5,0,0,0,0,0
"['00110', '11100', '10', '00111']",1,4,8,9,3,17,3.4285714285714284,18,20,0,6,28,2,7,0,0,0,0,0,0,5,5,2,5,0,0,0,0,0,0
"['00110', '10110', '0', '01']",1,4,7,6,2,13,3.276190476190476,16,17,0,6,22,0,1,0,0,0,0,0,0,5,5,1,2,0,0,0,0,0,0
"['0110010', '1011111', '1111', '001100', '11110', '0110110']",1,6,13,23,3,36,9.5010101010101,44,48,0,50,95,15,12,30,54,0,0,0,0,7,7,4,6,5,7,0,0,0,0
"['1', '1100000', '01', '10010']",1,4,9,6,0,15,2.71031746031746,23,12,0,1,96,1,18,0,0,0,0,0,0,1,7,2,5,0,0,0,0,0,0
"['001', '0111000', '10']",1,3,7,5,0,12,1.2444444444444445,12,7,0,1,56,2,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,0
"['111111', '101001', '0111', '001', '0010011']",1,5,10,16,2,26,5.382695082695083,32,33,0,63,41,7,1,19,0,0,0,0,0,6,6,4,3,7,0,0,0,0,0
"['101101', '111', '011', '0100101', '1000', '001']",1,6,12,14,3,26,8.176112776112776,41,41,0,45,7,3,37,8,1,0,0,0,0,6,3,3,7,4,3,0,0,0,0
"['0000101', '1000', '01111', '010']",1,4,11,8,0,19,2.939105339105339,21,15,0,5,8,15,2,0,0,0,0,0,0,7,4,5,3,0,0,0,0,0,0
"['0111110', '1011000', '1101101', '0', '010']",1,5,11,14,3,25,4.507142857142857,42,22,0,62,88,109,0,2,0,0,0,0,0,7,7,7,1,3,0,0,0,0,0
"['0101000', '0011', '0010', '1', '0100', '0000001']",1,6,19,8,5,27,7.4012987012987015,52,44,0,40,3,2,1,4,1,0,0,0,0,7,4,4,1,4,7,0,0,0,0
"['1100000', '001', '10']",1,3,8,4,0,12,1.2444444444444445,12,7,0,96,1,2,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0
"['00', '101101', '0011010', '00001', '01']",1,5,13,9,2,22,5.164613164613165,33,26,0,0,45,26,1,1,0,0,0,0,0,2,6,7,5,2,0,0,0,0,0
"['0111', '01', '000']",1,3,5,4,0,9,1.3523809523809525,7,7,0,7,1,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0
"['011011', '110', '0100', '1100001', '1001', '01']",1,6,13,13,2,26,8.725413475413475,45,39,0,27,6,4,97,9,1,0,0,0,0,6,3,4,7,4,2,0,0,0,0
"['11', '110100', '0']",1,3,4,5,0,9,0.7857142857142857,11,6,0,3,52,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0
"['1', '1011010', '0010', '0100']",1,4,9,7,2,16,3.0727272727272728,20,13,0,1,90,2,4,0,0,0,0,0,0,1,7,4,4,0,0,0,0,0,0
"['101100', '0001100', '111', '01001', '011000', '1000']",1,6,18,13,2,31,9.179731379731379,44,46,0,44,12,7,9,24,8,0,0,0,0,6,7,3,5,6,4,0,0,0,0
"['00', '1100001', '10']",1,3,7,4,2,11,1.3888888888888888,11,4,0,0,97,2,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0
"['1100000', '010', '11001']",1,3,9,6,0,15,1.5666666666666667,11,7,0,96,2,25,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0
"['00', '1010001', '101', '1']",1,4,7,6,0,13,2.1944444444444446,21,15,0,0,81,5,1,0,0,0,0,0,0,2,7,3,1,0,0,0,0,0,0
"['1011100', '000111', '0000101', '11', '100100', '001111']",1,6,17,17,5,34,8.343101343101344,51,49,0,92,7,5,3,36,15,0,0,0,0,7,6,7,2,6,6,0,0,0,0
"['1110011', '11', '101111', '001', '01']",1,5,6,14,2,20,5.248717948717949,33,36,0,115,3,47,1,1,0,0,0,0,0,7,2,6,3,2,0,0,0,0,0
"['010101', '11101', '1110', '0', '0010001']",1,5,11,12,0,23,4.736258186258186,35,25,0,21,29,14,0,17,0,0,0,0,0,6,5,4,1,7,0,0,0,0,0
"['01100', '11110', '0111', '011', '1010100']",1,5,10,14,2,24,6.352597402597403,25,32,0,12,30,7,3,84,0,0,0,0,0,5,5,4,3,7,0,0,0,0,0
"['0001', '11', '1000010', '01', '11010']",1,5,11,9,2,20,5.37012987012987,31,25,0,1,3,66,1,26,0,0,0,0,0,4,2,7,2,5,0,0,0,0,0
"['1111011', '0', '0010010']",1,3,7,8,2,15,0.9285714285714286,16,4,0,123,0,18,0,0,0,0,0,0,0,7,1,7,0,0,0,0,0,0,0
"['0111110', '101', '1110001', '11110', '0111', '010']",1,6,10,19,4,29,8.82034632034632,48,44,0,62,5,113,30,7,2,0,0,0,0,7,3,7,5,4,3,0,0,0,0
"['00', '110100', '10', '11111', '11110']",1,5,7,13,4,20,4.533766233766234,31,30,0,0,52,2,31,30,0,0,0,0,0,2,6,2,5,5,0,0,0,0,0
"['1', '100011', '0110', '0010010']",1,4,10,8,0,18,2.8783716283716285,24,9,0,1,35,6,18,0,0,0,0,0,0,1,6,4,7,0,0,0,0,0,0
"['0', '1111011', '01']",1,3,3,7,0,10,1.3611111111111112,12,4,0,0,123,1,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0
"['101', '1111', '0']",1,3,2,6,0,8,1.0714285714285714,8,4,0,5,15,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0
"['110100', '101000', '1010011']",1,3,10,9,2,19,2.371794871794872,7,12,0,52,40,83,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0
"['11001', '0001', '110', '0001010', '1001', '001']",1,6,15,11,4,26,9.483044733044732,37,49,0,25,1,6,10,9,1,0,0,0,0,5,4,3,7,4,3,0,0,0,0
"['000000', '10', '01111', '110101', '001']",1,5,12,10,2,22,3.885209235209235,37,22,0,0,2,15,53,1,0,0,0,0,0,6,2,5,6,3,0,0,0,0,0
"['100101', '0', '00100']",1,3,8,4,0,12,1.3463203463203464,11,4,0,37,0,4,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0
"['100110', '1011', '10']",1,3,5,7,0,12,1.9666666666666668,8,10,0,38,11,2,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0
"['0001011', '10', '01111', '0', '0111010']",1,5,10,12,2,22,4.579365079365079,39,27,0,11,2,15,0,58,0,0,0,0,0,7,2,5,1,7,0,0,0,0,0
"['01010', '10101', '0111100', '1001100', '001']",1,5,14,13,4,27,6.014285714285714,32,26,0,10,21,60,76,1,0,0,0,0,0,5,5,7,7,3,0,0,0,0,0
"['10001', '1111', '0110101', '00111']",1,4,8,13,2,21,3.771717171717172,17,19,0,17,15,53,7,0,0,0,0,0,0,5,4,7,5,0,0,0,0,0,0
"['0001000', '10', '01001']",1,3,10,4,0,14,1.6825396825396823,11,6,0,8,2,9,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0
"['00', '110', '11', '0010']",1,4,6,5,2,11,2.7714285714285714,12,15,0,0,6,3,2,0,0,0,0,0,0,2,3,2,4,0,0,0,0,0,0
"['1001011', '1100', '1010', '1100111', '1111', '01000', '001101', '1010100']",1,8,20,24,6,44,17.081746031746032,84,85,0,75,12,10,103,15,8,13,84,0,0,7,4,4,7,4,5,6,7,0,0
"['1110', '01000', '1000', '1011', '01110']",1,5,11,11,5,22,5.877777777777777,22,27,0,14,8,8,11,14,0,0,0,0,0,4,5,4,4,5,0,0,0,0,0
"['1110001', '0', '010110']",1,3,7,7,0,14,1.151098901098901,16,4,0,113,0,22,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0
"['101', '001011', '0101110', '100100', '01']",1,5,12,12,2,24,6.229059829059829,33,22,0,5,11,46,36,1,0,0,0,0,0,3,6,7,6,2,0,0,0,0,0
"['1', '110', '1010110', '1000110', '0010110']",1,5,12,13,3,25,5.621428571428571,36,36,0,1,6,86,70,22,0,0,0,0,0,1,3,7,7,7,0,0,0,0,0
"['0101', '11', '001111']",1,3,4,8,0,12,1.7666666666666666,9,8,0,5,3,15,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0
"['100', '1110', '11', '10010']",1,4,6,8,0,14,3.403968253968254,13,17,0,4,14,3,18,0,0,0,0,0,0,3,4,2,5,0,0,0,0,0,0
"['010110', '011111', '100', '111', '01']",1,5,7,13,4,20,4.633333333333333,30,25,0,22,31,4,7,1,0,0,0,0,0,6,6,3,3,2,0,0,0,0,0
"['10001', '10110', '011', '0110110']",1,4,9,11,2,20,3.783333333333333,18,17,0,17,22,3,54,0,0,0,0,0,0,5,5,3,7,0,0,0,0,0,0
"['0001', '1011001', '001', '01']",1,4,9,7,0,16,4.095526695526695,16,22,0,1,89,1,1,0,0,0,0,0,0,4,7,3,2,0,0,0,0,0,0
"['11001', '110111', '01010', '0101', '00100']",1,5,12,13,3,25,6.458585858585859,25,23,0,25,55,10,5,4,0,0,0,0,0,5,6,5,4,5,0,0,0,0,0
"['0110', '011', '0000000']",1,3,10,4,0,14,1.4207792207792207,12,10,0,6,3,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0
"['0101001', '011110', '1001010']",1,3,10,10,2,20,1.9450549450549453,10,8,0,41,30,74,0,0,0,0,0,0,0,7,6,7,0,0,0,0,0,0,0
"['011001', '011110', '10']",1,3,6,8,2,14,1.6666666666666665,11,9,0,25,30,2,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0
"['00', '011011', '01111']",1,3,5,8,0,13,1.6948051948051948,9,9,0,0,27,15,0,0,0,0,0,0,0,2,6,5,0,0,0,0,0,0,0
"['00', '110001', '11']",1,3,5,5,2,10,1.0,10,6,0,0,49,3,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0
"['011', '0011', '0000000', '11001']",1,4,12,7,0,19,2.9207792207792207,23,16,0,3,3,0,25,0,0,0,0,0,0,3,4,7,5,0,0,0,0,0,0
"['1', '001001', '0011', '010000']",1,4,11,6,2,17,2.8380952380952382,22,14,0,1,9,3,16,0,0,0,0,0,0,1,6,4,6,0,0,0,0,0,0
"['100', '0011010', '0', '110010']",1,4,10,7,0,17,2.9177655677655676,23,17,0,4,26,0,50,0,0,0,0,0,0,3,7,1,6,0,0,0,0,0,0
"['0101', '000', '011', '00010', '11', '001', '0111010', '11010']",1,8,17,15,5,32,15.913708513708514,70,81,0,5,0,3,2,3,1,58,26,0,0,4,3,3,5,2,3,7,5,0,0
"['1', '101110', '010']",1,3,4,6,0,10,1.2301587301587302,10,5,0,1,46,2,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0
"['11000', '000100', '11001', '1100', '0100110', '1100110', '1110', '11', '100100', '010']",1,10,26,23,8,49,27.88248418248418,121,148,0,24,4,25,12,38,102,14,3,36,2,5,6,5,4,7,7,4,2,6,3
"['010', '0001', '111', '001101', '01']",1,5,9,9,2,18,5.4904761904761905,24,23,0,2,1,7,13,1,0,0,0,0,0,3,4,3,6,2,0,0,0,0,0
"['110110', '100', '1100', '1111110', '000', '1111']",1,6,10,17,4,27,7.926329226329226,44,50,0,54,4,12,126,0,15,0,0,0,0,6,3,4,7,3,4,0,0,0,0
"['101101', '10', '010011', '00000', '010001']",1,5,15,10,3,25,5.225108225108225,32,23,0,45,2,19,0,17,0,0,0,0,0,6,2,6,5,6,0,0,0,0,0
"['1', '000', '1110101']",1,3,5,6,0,11,0.65,14,4,0,1,0,117,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0
"['000111', '11', '1000001']",1,3,8,7,0,15,1.5598290598290598,12,10,0,7,3,65,0,0,0,0,0,0,0,6,2,7,0,0,0,0,0,0,0
"['00', '0001', '10', '100101', '110', '0101011', '00111']",1,7,15,14,2,29,10.715817515817516,61,51,0,0,1,2,37,6,43,7,0,0,0,2,4,2,6,3,7,5,0,0,0
"['0011011', '10111', '1101100']",1,3,7,12,2,19,2.0476190476190474,10,10,0,27,23,108,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0
"['1001', '01111', '0']",1,3,4,6,0,10,1.1777777777777778,10,4,0,9,15,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0
"['0101011', '0100000', '10']",1,3,10,6,2,16,1.4603174603174602,13,8,0,43,32,2,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,0,0
"['00001', '110', '0010']",1,3,8,4,0,12,1.4880952380952381,8,8,0,1,6,2,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0
"['1', '1101101', '010010']",1,3,6,8,0,14,1.151098901098901,14,4,0,1,109,18,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0
"['01100', '110', '1011101', '00010']",1,4,10,10,2,20,3.4499999999999997,19,12,0,12,6,93,2,0,0,0,0,0,0,5,3,7,5,0,0,0,0,0,0
"['1001', '10101', '0101110', '0111', '10000']",1,5,12,13,4,25,5.983838383838384,28,24,0,9,21,46,7,16,0,0,0,0,0,4,5,7,4,5,0,0,0,0,0
"['11000', '0111', '0000011', '101001']",1,4,12,10,0,22,3.4325563325563326,20,17,0,24,7,3,41,0,0,0,0,0,0,5,4,7,6,0,0,0,0,0,0
"['011101', '00101', '0', '0100']",1,4,9,7,0,16,3.012987012987013,19,18,0,29,5,0,4,0,0,0,0,0,0,6,5,1,4,0,0,0,0,0,0
"['100', '0000011', '0', '11011']",1,4,9,7,0,16,2.4833333333333334,24,14,0,4,3,0,27,0,0,0,0,0,0,3,7,1,5,0,0,0,0,0,0
"['00', '01110', '010101', '1001101', '01111', '000010', '001', '0010011', '0110110']",1,9,25,23,7,48,21.068520368520367,113,105,0,0,14,21,77,15,2,1,19,54,0,2,5,6,7,5,6,3,7,7,0
"['0011001', '111110', '10']",1,3,6,9,0,15,1.4059829059829059,13,7,0,25,62,2,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,0
"['1', '1011', '1001111']",1,3,3,9,0,12,1.3772727272727274,12,14,0,1,11,79,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,0,0
"['0001', '1011011', '11011', '010001', '011', '1100010']",1,6,15,17,2,32,9.324947274947275,45,51,0,1,91,27,17,3,98,0,0,0,0,4,7,5,6,3,7,0,0,0,0
"['00100', '0', '11010']",1,3,7,4,2,11,1.2666666666666666,11,8,0,4,0,26,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0
"['001110', '001', '11']",1,3,5,6,0,11,1.5666666666666667,9,6,0,14,1,3,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0
"['01101', '011', '111110', '11100']",1,4,6,13,2,19,3.567171717171717,16,18,0,13,3,62,28,0,0,0,0,0,0,5,3,6,5,0,0,0,0,0,0
"['100', '1011011', '1101101', '1110', '0', '01010']",1,6,11,16,2,27,8.162409812409813,49,31,0,4,91,109,14,0,10,0,0,0,0,3,7,7,4,1,5,0,0,0,0
"['1111001', '110100', '10']",1,3,6,9,0,15,1.5598290598290598,11,7,0,121,52,2,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,0
"['1001', '01001', '01']",1,3,6,5,0,11,2.126984126984127,6,12,0,9,9,1,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0
"['01011', '01', '100']",1,3,5,5,0,10,1.4714285714285715,8,7,0,11,1,4,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0
"['00', '01001', '111100', '1100']",1,4,9,8,0,17,3.75021645021645,17,20,0,0,9,60,12,0,0,0,0,0,0,2,5,6,4,0,0,0,0,0,0
"['101001', '1100', '101011']",1,3,7,9,2,16,2.033333333333333,6,12,0,41,12,43,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0
"['0010', '111001', '1101', '11', '0101']",1,5,8,12,3,20,6.166666666666667,26,29,0,2,57,13,3,5,0,0,0,0,0,4,6,4,2,4,0,0,0,0,0
"['011101', '00010', '10011']",1,3,8,8,2,16,1.690909090909091,9,4,0,29,2,19,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0
"['11001', '111', '0100111', '101110', '0101', '00100']",1,6,13,17,2,30,9.292174492174492,45,38,0,25,7,39,46,5,4,0,0,0,0,5,3,7,6,4,5,0,0,0,0
"['0100110', '0011011', '01011', '110111', '0']",1,5,11,15,2,26,5.611888111888112,36,27,0,38,27,11,55,0,0,0,0,0,0,7,7,5,6,1,0,0,0,0,0
"['0011', '111000', '100110', '101001', '110011', '010']",1,6,15,16,4,31,9.504761904761905,44,38,0,3,56,38,41,51,2,0,0,0,0,4,6,6,6,6,3,0,0,0,0
"['00', '11111', '1000110', '01', '1001110']",1,5,10,13,4,23,4.253968253968254,38,22,0,0,31,70,1,78,0,0,0,0,0,2,5,7,2,7,0,0,0,0,0
"['0111010', '100', '01100', '1101111', '0110', '10111', '10100']",1,7,15,21,5,36,13.780663780663781,60,59,0,58,4,12,111,6,23,20,0,0,0,7,3,5,7,4,5,5,0,0,0
"['1010001', '11011', '101100', '0100']",1,4,11,11,0,22,4.134887334887335,16,14,0,81,27,44,4,0,0,0,0,0,0,7,5,6,4,0,0,0,0,0,0
"['10', '0100', '00100']",1,3,8,3,0,11,2.126984126984127,6,12,0,2,4,4,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0
"['00', '1100101', '1010', '001000', '1']",1,5,12,8,0,20,4.48948273948274,37,20,0,0,101,10,8,1,0,0,0,0,0,2,7,4,6,1,0,0,0,0,0
"['100', '0001011', '10001', '000001', '00111']",1,5,16,10,2,26,6.082556332556333,30,33,0,4,11,17,1,7,0,0,0,0,0,3,7,5,6,5,0,0,0,0,0
"['00', '011111', '10010', '11', '00011']",1,5,9,11,4,20,4.544805194805194,32,25,0,0,31,18,3,3,0,0,0,0,0,2,6,5,2,5,0,0,0,0,0
"['1110000', '01001', '10']",1,3,8,6,0,14,1.5158730158730158,12,6,0,112,9,2,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0
"['101001', '1001', '1000']",1,3,8,6,2,14,2.15,5,15,0,41,9,8,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0
"['100000', '01', '10']",1,3,7,3,2,10,1.25,11,7,0,32,1,2,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0
"['01011', '10111', '011101', '1011']",1,4,6,14,2,20,4.632323232323232,12,23,0,11,23,29,11,0,0,0,0,0,0,5,5,6,4,0,0,0,0,0,0
"['0101011', '00110', '001', '0']",1,4,9,7,0,16,2.9,21,16,0,43,6,1,0,0,0,0,0,0,0,7,5,3,1,0,0,0,0,0,0
"['10', '01', '001111', '100011']",1,4,7,9,4,16,2.9166666666666665,22,14,0,2,1,15,35,0,0,0,0,0,0,2,2,6,6,0,0,0,0,0,0
"['1', '01000', '011', '010011']",1,4,8,7,0,15,3.012987012987013,19,17,0,1,8,3,19,0,0,0,0,0,0,1,5,3,6,0,0,0,0,0,0
"['11011', '001', '10100']",1,3,6,7,2,13,1.6,9,7,0,27,1,20,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0
"['100', '0100110', '001', '1110', '1111000', '0101']",1,6,14,14,6,28,8.483549783549783,49,40,0,4,38,1,14,120,5,0,0,0,0,3,7,3,4,7,4,0,0,0,0
"['00', '1111', '011']",1,3,3,6,0,9,0.9714285714285714,8,6,0,0,15,3,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0
"['0110', '000011', '00010']",1,3,10,5,0,15,1.993939393939394,8,11,0,6,3,2,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0
"['0', '0011', '001000']",1,3,8,3,0,11,1.2857142857142856,11,11,0,0,3,8,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0
"['00', '10010', '00001', '11100', '0110110']",1,5,14,10,3,24,5.425396825396825,34,28,0,0,18,1,28,54,0,0,0,0,0,2,5,5,5,7,0,0,0,0,0
"['0000', '111111', '0001101', '011010', '000110', '101001', '110', '011', '101000', '001111']",1,10,26,27,8,53,25.13203463203463,142,136,0,0,63,13,26,6,41,6,3,40,15,4,6,7,6,6,6,3,3,6,6
"['1001001', '011010', '10', '101011']",1,4,10,11,2,21,3.4957264957264957,22,14,0,73,26,2,43,0,0,0,0,0,0,7,6,2,6,0,0,0,0,0,0
"['11', '0110011', '1001001']",1,3,7,9,2,16,1.6031746031746033,13,10,0,3,51,73,0,0,0,0,0,0,0,2,7,7,0,0,0,0,0,0,0
"['0', '1101001', '10000']",1,3,8,5,0,13,1.0833333333333333,13,4,0,0,105,16,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0
"['100', '1000011', '00101', '1011', '1101001']",1,5,13,13,2,26,6.130735930735931,30,36,0,4,67,5,11,105,0,0,0,0,0,3,7,5,4,7,0,0,0,0,0
"['01101', '111111', '101', '0101110', '001', '010']",1,6,10,17,3,27,8.162548562548562,46,35,0,13,63,5,46,1,2,0,0,0,0,5,6,3,7,3,3,0,0,0,0
"['000100', '0001', '100011', '1110', '1011', '10011']",1,6,15,14,5,29,8.97121212121212,39,48,0,4,1,35,14,11,19,0,0,0,0,6,4,6,4,4,5,0,0,0,0
"['1001', '1000', '0']",1,3,6,3,2,9,1.55,7,6,0,9,8,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0
"['0', '1011100', '111']",1,3,4,7,0,11,0.85,13,4,0,0,92,7,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0
"['1010001', '0', '111']",1,3,5,6,0,11,0.85,13,4,0,81,0,7,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0
"['011', '1110', '0010000']",1,3,8,6,0,14,1.335064935064935,12,7,0,3,14,16,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0
"['11100', '111011', '11110', '000010', '01']",1,5,10,14,4,24,4.886580086580087,33,29,0,28,59,30,2,1,0,0,0,0,0,5,6,5,6,2,0,0,0,0,0
"['010101', '0011', '000', '01011', '111011', '01010', '0111']",1,7,15,18,6,33,13.792496392496393,46,69,0,21,3,0,11,59,10,7,0,0,0,6,4,3,5,6,5,4,0,0,0
"['0110', '0111', '01001', '01']",1,4,7,8,2,15,3.988095238095238,12,20,0,6,7,9,1,0,0,0,0,0,0,4,4,5,2,0,0,0,0,0,0
"['000', '1110', '11', '0111001']",1,4,7,9,0,16,2.524098124098124,20,12,0,0,14,3,57,0,0,0,0,0,0,3,4,2,7,0,0,0,0,0,0
